walk_id,title,area,wainwrights,county,author,grade,distance_miles,distance_km,ascent_feet,ascent_metres,estimated_time,start_lat,start_lng,start_postcode,description,gpx_available
1049,Staveley Tarns circular,Outlying & Lesser Fells,,Cumbria,Peter Smyly,easy/mod,6.0,9.8,950,288,4 hours 0 minutes,54.375641,-2.8158627,LA8 9LN,"This Lake District walk explores part of a lesser known area of the National Park  away from the tourist traps of nearby Windermere, Bowness and Ambleside. The walk includes three tarns but no tops and the whole walk can be completed in around three to four hours. The route mostly follows public footpaths with the occasional country road. While it is essentially a circular route, an ""out and back"" is needed to include Gurnal Dubs, but it is worth the digression as this is the prettiest of the three tarns.

Follow the main road north out of the centre of the village of Staveley, overlooked to the west by Reston Scar, and turn right over Barley Bridge, pausing to look at the weir which presents a pleasant vista backed by green fields and hills. Turn right immediately after the bridge and then left where a public footpath sign indicates a way between houses and the way ahead comes into view up a grassy hillside alongside a dry stone wall on the left.

As the gradient eases off, you pass a wood on the right and while the view looking back down to the village is quite appealing, and about to disappear, better views appear later on in the walk as more height is gained. Follow a few ladder stiles over dry stone walls as the path goes down to Littlewood Farm. Turn right along the minor road and take the next left turning down to pass through the next farm, Birk Field. Beyond the farm, the path passes a stream on the right and as it goes uphill it reaches a T. Bear right here but almost immediately turn left again uphill along a less obvious path that gains height steadily and the view in reverse keeps getting better the higher up you go. The Langdale Pikes and the Coniston fells are seen afar as well as part of the route followed thus far. Once over the brow of the hill, Potter Tarn appears on the left. This is a reed-fringed tarn and a huge concrete dam to the right dominates it's appearance. It is quite a pretty water otherwise, with a tumbling beck on the far side, and stones seen on the bottom of its clear water near the shoreline.

The walk could be shortened here by way of a direct descent to the south but a third water, Gurnal Dubs, half a mile to the east, is included here. To the east of Potter Tarn, some stone steps up a dry stone wall give access to an obvious rising path and another stile over a wall near the top of the next hill. In keeping with the walk generally, the higher up you go, the better the views are looking back and this ladder stile is the highest point reached on this walk. A path leads down to the tarn which is set among rocks and heather. There is a stone boathouse near to one shore and a tree-clad hill-like island is separated from the main land by reeds where the tarn has become partly overgrown. An obvious embankment to the right gives the tarn an artificial appearance and originally there were three smaller tarns.

Returning to the stile, Potter Tarn can be seen framed within the stile as you climb it. On retuning to the stone steps over the wall, a path off to the left leads to the third and final tarn on the walk. In common with the other two, Ghyll Pool has an obvious dam but is nonetheless quite pretty with trees reflected in its still waters and it can be seen from closer to by leaving the main path, though a barbed wire fence prevents access to the shoreline as it is a reservoir. Ghyll Pool is fed by the outflow of Potter Tarn. The path now descends, steeply in places, to the farm at Hundhowe, reached by turning down a narrow path to the right between encroaching vegetation. The walk can be shortened by following a secondary road back to the village. A slightly longer but more scenic route goes along part of the Dales Way by the river via the wooden bridge at Hagg Foot.

There are three other named tarns on Potter Fell - Low, High and Middle Taggleshaw, but these are not included on the walk as they are now mostly or entirely overgrown.",True
2271,Black Combe from near Stoneside Hill,Outlying & Lesser Fells,,Cumbria,Lou Johnson,easy/mod,6.3,10.2,1350,409,4 hours 30 minutes,54.2949200,-3.3074770,LA18 5LB,"Walk to the summit of Black Combe which lies in the south-western corner of the Lake District National Park within a few miles of the Irish Sea. Rising to 600 metres (1970 feet) the western slopes are rounded and smooth whilst the to the east a series of crags provide scenic interest. The route detailed below uses an approach from the north, which involves less ascent than other routes.

The start is a small off-road parking area (grid ref.SD150896) near the summit of the fell road from Waberthwaite. After parking walk south following a path with a fence on your right to the rocky summit of Stoneside Hill. From here the smooth rounded shape of Black Combe is in view to the south. Descend the other side towards a group of trees and a sheep fold. Cross the fence down in a shallow valley. You will need to pick your route carefully to avoid wet feet.

Head up the easy slope ahead keeping a fence on your left to reach a fence on the almost flat top of Stoupdale Head. Cross the fence and descend slightly to walk along the edge of Whitecombe Screes on your left. Continue along the top of Anna Crag soon arriving at Blackcombe Screes with a deep bowl cut into the hillside. A final steady ascent leads to the summit of Black Combe with its OS trig column. The view from the summit is not the best and it is recommended that you head south to the subsidiary summit (587 m.) from the where the view is much improved.

To return to the start follow the outward route. A short diversion to the right from Stoupdale Head offers an excellent view down Stoupdale. Return to the fence and continue the walk downhill and back to the start.",True
1463,School Knott & Grandsire from Ings,Outlying & Lesser Fells,,Cumbria,Peter Smyly,easy/mod,6.5,10.6,950,288,4 hours 10 minutes,54.38074479,-2.857534658,LA8 9PZ,"According to Wikipedia, the hill of School Knott is to the west of Windermere town, however, this is not correct - it lies about a quarter of a mile to the east of the periphery of the town. In contrast to the busy streets of Windermere and nearby Bowness, the area covered by this Lake District walk has a very remote and ""off the beaten track"" feel about it. Given its proximity to the town of Windermere, you can expect to see a few folk around School Knott, but the rest of the area could well be completely devoid of other walkers with perhaps just the odd car. This is an area of low hills, undulating land, narrow country lanes and grazing sheep and cattle with a few tarns. School Knott (760 feet) and Grandsire (818 feet) are the two named hills included in the walk, of similar height to the better-known Orrest Head (784 feet) in common with which they provide fine views of Windermere and the fells beyond for relatively little effort. School Knott is included in Alfred Wainwright's book ""The Outlying Fells of Lakeland"". Despite the reference to ""outlying fells"", Windermere is pretty central in the context of the Lake District. On a day when the main peaks are in dark cloud and possibly rain, as they were the day I did this walk, localised weather conditions may make this a favourable choice. Whatever the weather, for those who have done the usual Lakeland peaks, this walk offers a novelty factor. School Knott is the pick of the four tarns on the walk and is the only one that offers ease of access and an inducement to linger.

School Knott can be approached from either Windermere or Staveley but this route strikes a compromise by using the in-between village of Ings as a start and finish point. There is a small car park off the busy A591 or off road parking, or public transport can be used (555 bus between Lancaster and Keswick). Follow the minor road due south west under the railway line to pass a public footpath sign on the right for Yews in a quarter of a mile, a point the walk returns to in the latter stages. As the road passes High Fairbank on the left, it goes uphill and a copse appears on the right as the road gains height and goes past a metal gate. Leave the road to climb the unnamed rocky knoll on the left, apparently not considered worthy of a name judging by the Ordnance Survey map. There is a vague semblance of a path in places but it is easier to invent your own route. A dry stone wall has broken down in several places. At the top, two of the four tarns are seen. To the south-west, Borwick Fold Tarn is seen as a small body of water largely covered by vegetation and resembling a large pond. To the south-east, a much larger tarn, and free of surface vegetation, is Middle Fairbank Tarn, named merely as ""reservoir"" on the map. Traffic can be seen in the distance rushing along the busy A591 a mile or so away. School Knott and Grandsire are also in view and this is where the walk heads next.

Return to the road and bear left. Turn right at the T junction and a closer view of Borwick Fold Tarn is seen over a wall to the left before the road passes the houses of Borwick Fold. Continue to follow the narrow gated country lane. Turn right at Hag End when a sign for the Dales Way appears on the right just before Outrun Nook. The walk returns to this point later. You are now about a mile from School Knott. The path ahead leads down to the tarn at School Knott but to reach Grandsire, it is necessary to leave the path and walk across grassy slopes to reach the small cairn at the top. What Grandsire lacks in height it makes up for in the quality of its all-round views.

Next the walk heads down gentle grassy slopes to School Knott Tarn which lies in the dip between Grandsire and School Knott. Long and narrow, this reedy water is seen to best effect when seen at shore level from either end. Five Scots pine trees stand sentinel on a slope at one side of the tarn. School Knott is reached via a gate and gentle grassy slopes. It does not have a cairn but it offers a fine view looking down on Windermere, both the town and the lake and (if clear) many of the Lakeland peaks on the distant horizon. In that sense it is similar to Orrest Head but without the crowds.

Return to the tarn and take the footpath off to the right, turning left when you reach a T junction. Follow the bridleway ahead which offers little in the way of views but goes along a country lane and past some houses before reaching a T junction with a main road. Follow the edge of the main road until taking the next turning on the left. Cleabarrow Tarn is a private fishing water belonging to the Windermere, Ambleside and District Angling Association (WADAA). It is almost completely obscured by trees when approaching along the first lane at Cleabarrow and the view is only marginally better from the second one, the minor road back towards Hag End.

For the return route, take this road past Outrun Nook and Hag End, then take the next turning on the left, another minor road up a hill as far as a sign for Yews on the right. A right turn here leads to a public footpath on the left which, although indistinct, goes across fields and back to the road leading back to Ings and the start point.",True
3549,Whitbarrow Scar from Mill Side,Outlying & Lesser Fells,,Cumbria,Lou Johnson,moderate,6.5,10.6,1000,303,4 hours 20 minutes,54.2478360,-2.8424970,LA11 6SQ,"The limestone scenery of Whitbarrow Scar and the surrounding area lies a few miles west of Junction 36 of the M6 yet is overlooked by many walkers visiting the Lake District. The area has some outstanding limestone pavements and cliffs. This route needs careful navigation and a 1;25000 scale OS map is useful accessory to take on the walk. To reach the start exit the M6 and take the A590 west. At the first major interchange, continue along the A590 (signed Barrow). After just under 3 miles, turn right of the A590 and follow the road signed to Mill Side. In just over a mile you reach a road junction (grid ref. SD452839) where parking for a few cars is available.

After parking follow the road northwest to Mill Side. At Low Fell End go through the metal gate and follow the footpath through the farm. Continue on the track and continue ahead into Buckhouse Wood soon reaching a cross track (grid ref. SD452844). Turn left and at the first white arrow waymark turn right onto a permissive path leading uphill. Continue past a second white arrow heading uphill. Reaching a bench, bear sharp left following the white arrow to pass through a gap in a wall with a gate and another white arrow.  Go through the gate. The path passes through a wooded area up to Farrer's Allotment. The path meanders following a route just west of north.

Reaching a wall (grid ref. SD446860) go through the gap on the left, ignoring the gate on the right. Continue ahead on the path gradually gaining height to reach a large summit cairn (grid ref. SD441871). From the cairn the path bears right heading north east to reach a path junction (grid ref. SD442874). From here follow the path with the wall on your right for about 500 metres to reach a wall junction (grid ref. SD441879). Turn left here (ignoring the ladder stile) and descend Bell Rake.

At the foot of Bell Rake (grid ref. SD435876) turn left onto a forestry track (marked as a permissive path on OS maps). You reach a junction of tracks after 350 metres where you fork left. Continue on this track for 1.3 kilometres to reach a junction just past the sports field. Turn left (grid ref. SD438861) with the sports field on your left and continue to a ladder stile (grid ref. SD440861). Enter High Crag Wood and follow the track in a generally southerly direction entering Low Crag Wood as you make progress to reach a bridleway (grid ref. SD443849). Bear left along the bridleway soon joining a road at Beck Head. Continue down the road back to the start.",True
1555,Brunt Knott from Staveley,Outlying & Lesser Fells,,Cumbria,Lou Johnson,easy/mod,7.0,11.4,1600,485,5 hours 10 minutes,54.374722,-2.8189234,LA8 9NE,"This walk on the periphery of the Lake District explores the landscape to the northwest of Staveley and includes an ascent of one of the Outlying Fells, namely Brunt Knott. This route is far removed from the busier routes around the major honeypots of the Lake District National Part. Due to its nature a decent map and some navigation skills are required.

For convenience's sake the route is described from the railway station in Staveley (grid ref. SD469980). With your back to the station turn right along The Banks to reach Main Street. Turn left here and in a short distance you will find a footpath (opposite the Post Office) on the right that leads across the River Kent. Once across the river turn left to reach a road (grid ref. SD471984). Continue alongside the river to Barley Bridge. Bear right here and follow the road as far as signed bridleway on the left, which is taken through Scroggs Farm to reach a lane (grid ref. SD466966). Keep straight ahead and take the lane on the right leading up to Elfhowe. Just prior to these farms bear left on a rough track/path (grid ref. SD468988). Keep the wall on your right across a number of walled fields to reach a more substantial track just north of Park House (grid ref. NY470009).

Turn right along this track for a short distance and take the first footpath on your left leading uphill  to High House (grid ref. NY474009). Turn right (roughly south) along the track until your reach a junction (grid ref. NY476000). Turn left here climbing to Brunt Knott Farm. Pass the farm and continue uphill with the summit of Brunt Knott ahead and slightly to your left. There are a number of options to reach the summit. You can make a beeline but the ground is steep and fairly rough. The other option is to locate the path which leaves the track at grid ref. NY486001) which makes the ascent much easier.

After enjoying the views from the summit return to Brunt Knott Farm and descend their access track to the junction at grid ref. NY476000, which should be familiar. Turn left here and follow the lane to Littlewood Farm (grid ref. SD480992). Here take the signed footpath to Staveley on your right. Which descends to Barley Bridge. Turn left here along the lane and you will soon be back in Staveley.",True
3199,Whitbarrow Fell from Mill Side,Outlying & Lesser Fells,,Cumbria,Andy Smith,moderate,7.0,11.4,1200,364,4 hours 40 minutes,54.248735,-2.8425154,LA11 6SQ,"Whitbarrow is a modest summit rising to 220m but it dominates the skyline when the Lake District National Park is entered from the southernmost point. It is a classic result of ice age activity and an area of special geological interest to this day. As this is an outlying fell it can be fairly quiet on weekdays and during off-season but do not expect to be alone at weekends.

This Lake District walk starts from the small hamlet of Mill Side just off the busy A590. Leave the M6 at junction 36 heading westbound into the Lake District on the A590 signed Barrow-in-Furness. Drop down to the roundabout at the first major junction from the M6 and continue towards Barrow. After approximately 2 miles and after passing the car garage to your right, take the tiny road signed Mill Side/Beck Head on your right. Just after crossing the cattle grid, parking can be found in a small layby or along side the quiet road (grid ref. SD452840).

After parking walk into the hamlet and take the farm track (grid ref. SD449840) heading north, which is has a public footpath sign. Walk through the farm and into the woods via a stile. Very shortly the path meets another track (grid ref. SD451844). Turn right here even though you might be tempted to go straight on. The track continues passing a private house on your right. The onward route passes below White Scar, which now starts to tower above you on your left. Reaching Rawsons Farm (grid ref. SD463860), turn left past the house. The path starts to climb steeply into the woods on the zigzag path.

Once the woods have been cleared the views behind are very impressive looking back over the Lyth Valley. The village of Levens rises sharply out the flat ground. Continue uphill onto the clearing where a crossroads is reached. Turn right here following the footpath markers and continue to Barney Crags. The geology in the area is very interesting with huge ridges cutting across the landscape as far as the eye can see. After 200m turn left at grid ref. SD448880 and stay on the path. You are now heading directly for the summit of Whitbarrow, which can just be made out in the distance with its huge oversized summit cairn.

After a while the summit is reached where you take in stunning views of Morecambe Bay to the south with views of north Wales on a very fine day. To the west the Isle of Man can just about be seen whilst views across into Yorkshire are taken in to the east.

Leave the summit to the south on the very large track heading gently downhill. This follows a huge stone ridge and meets up with a stile at grid ref. SD447861, which is marked with a National Trust sign. Stay on this track as it leads you down into the woods. It is well worth noting that this track is not well defined on OS maps and appears to end at grid ref. SD450850. However by following a south-easterly bearing, keeping the Kent estuary in view, the descent should present no problems as the path is very clear.

The track soon drops out the woods and starts to follow round the base near to where you went up. After a short while a small but clear path meets you to your right at grid ref. SD457849. Take this as it leads you down onto your original path just 25m away. Turn right and head back the way you came through the farm and back to your car.",True
3141,Borrowdale (Shap Fells) & Lune Gorge,Outlying & Lesser Fells,,Cumbria,Lou Johnson,moderate,7.1,11.5,1260,382,4 hours 50 minutes,54.4074210,-2.6085074,CA10 3XT,"A circular walk exploring Borrowdale in the Shap Fells not to be confused with the more popular valley south of Keswick. The route follows Borrowdale Beck upstream between fells to reach Low Borrowdale Farm. The walk then climbs onto the fells to cross a col between Belt Howe and Roundthwaite Common. A descent across open fell leads to Roundthwaite village before dropping into the Lune Gorge for a riverside walk back to the start. The route also includes views to the Howgill Fells, and the riverside section lies in the Yorkshire Dales National Park.

The walk starts from Low Borrowdale car park (grid ref. NY606015) which is reached by following the lane west from the A685 Carlingill junction. After parking follow the lane up the valley away from the main road. Pass through a gate and follow Beck down to your right. Cross a bridge and later a cattle grid. Continue up Borrowdale and cross bridge over the beck which will now be on your left. Cross three cattle grids to reach Low Borrowdale Farm (grid ref. NY579020).

Follow track round to the right of the farm. Pass through a gate and then turn sharp right onto a bridleway. The path briefly passes through trees before climbing with a wall on your right. Continue up and pass through a gate onto open fell. The onward path climbs up to a col between Belt Howe on your right and Roundthwaite Common on your left. The path descends with views ahead to the Howgills. Ignore branching paths and keep ahead. The path swings left, and then right with Casterfell Hill rising on your right. Cross Burn Gill and join a clear track running parallel to a wall on your left. You soon pass a group of trees on your left. Just after a solitary tree on the right of the track, fork right and follow track to a road (grid ref. NY609032).

Turn right and follow the road down to the A685. Turn left across the M6. Cross Lune's Bridge and the turn right along a track leading to Brockholes Farm Holiday Cottages. The onward path runs to the right of the farm and stays close to the River Lune on your right. Pass through two gates and woodland to emerge onto a lane (grid ref. NY612009). Turn right, cross Salterwath Bridge and continue past the next farm and under the M6 to reach the A685. Turn right and immediately left to return to the start.",True
2453,Askham Fell from Lowther Castle,Outlying & Lesser Fells,,Cumbria,Lou Johnson,easy/mod,7.4,12,850,258,4 hours 30 minutes,54.6088970,-2.7400136,CA10 2HH,"A varied walk from Askham which lies a few miles south of Penrith and within the Lake District National Park. The route includes the opportunity to visit Lowther Castle, follows a riverside path before passing through the village of Helton. The walk then crosses Askham Fell before returning through the village of Askham to return to the start.

The walk starts from the main car park of Lowther Castle (grid ref. NY523240). Alternatively, parking can usually be found in Askham Village. After parking, exit the parking area at the western end, cross the access road, and continue along the path with the castle wall on your left. Cross a cattle grid and follow the track as it bends sharp left. The track then descends to river level. Once through a gate the path crosses open pastures with the River Lowther on your right. Continue upstream for just over a kilometre and pass through another gate (grid ref. NY521223), Fork right following the river and continue to a road. Turn right, cross Crookwath Bridge and turn left through a gate with adjacent fingerpost signed to Whale.

The path continues with river now on your left. Continue along the riverside path for 600 metres from the road passing through several small gates along the way. Reaching a more substantial gate in a wall, go through the gate and turn left with the field boundary on your left. The path bends left, and fork left and cross a small footbridge. Immediately after the bridge, turn right beside a small stream and then right again along a clearer path. The path soon follows a walled lane which leads to a road (grid ref. NY511218) on the edge of Helton Village. Cross the road to the track opposite and continue to the next road. Turn right through the village and after 250 metres turn left just past a post-box and continue uphill out of the village. After a kilometre you reach open country.

Stay on the road for another 500 metres to reach a very short fingerpost on the right. Continue along the road for a further 75 metres to the next short fingerpost and turn right onto a clear track leading across Askham Fell. Shortly after leaving the road, you pass the Cop Stone. Continue across the moor for another 1200 metres passing other Bronze Age relics on the way. Reaching a fingerpost (grid ref. NY487225), turn right and after 400 metres right again. The route now heads downhill passing a small plantation over to your left. Ahead you have an excellent view to the higher fells of North Pennines.

Keep ahead on the clear track and descend into Askham village with track becoming a road. Continue ahead to road junction with the Queen's Head opposite. Turn right and then first left signed to Lowther. Walk ahead, cross the River Lowther, turn right off the road onto a signed path. Almost immediately fork left and climb steeply through woodland. Just after a left-hand bend, fork right and continue to the track used at the start of the walk. Turn left and retrace your route back to the parking area at Lowther Castle.",True
1417,Astley's Plantation & Simpson's Ground from Gummers How,Outlying & Lesser Fells,,Cumbria,Stuart Holley,easy/mod,7.5,12.2,1535,465,5 hours 20 minutes,54.28037,-2.9399236,LA12 8NP,"Lake Windermere often suffers from being too popular. However there are many excellent walks near the lake which are overlooked by many so it is still possible to enjoy the area without having to suffer the crowds. This Lake District walk includes some forest and also offers stunning views from the southernmost viewpoint of Gummer's How. After taking the A592 Windermere road from Newby Bridge, turn right up a steep road signed Fell Foot Park where there is a large free car park on the right marked Gummers How (Grid ref. SD389876).

From the car park at Astley's Plantation take the permitted path north toward Gummer's How. Just before the gate to the road, take the path leading up right through the trees. Follow this through a cleared area and then through a gap in the wall (grid ref. SD394 878) onto Sow How Lane. Turn right and after about 200 metres re-enter the cleared forest at the pedestrian gate provided (grid ref. SD395 877).

Follow the track south, bearing right where another track comes in from the left. Continue through the forest passing the point where the footpath from Simpson Ground reservoir comes in from the left, and then bear right where the track forks (grid ref. SD391 863). Continue on the track as it winds gently downhill, ignoring the footpath off to the right. Then turn left uphill at the sign-posted bridleway (grid ref. SD385 858) through the trees. The forest opens out and the bridleway bears left to join a forestry track, turn left here and after about 200 metres bear right to continue on the bridleway. The forest here has been cleared to the right, but through the trees to the left you can soon see the lake of Simpson Ground Reservoir.

On reaching a junction with a track at grid ref. SD397 862, turn right heading toward Simpson Ground farm, but turn left at the next junction heading away from the farm buildings on your right. Follow this track for just over 1km to meet a tarmac lane where you turn left. As the lane heads uphill and left, take the signposted footpath right and follow this bearing left at the junction (grid ref. SD409 874) and heading uphill toward Rankthorns Plantation. Continue on this path over four stiles to meet the road at grid ref. SD414 881.

Turn left onto the road and after about 200yds, look for a gate on the left leading to a winding track heading uphill. Follow this track as it winds uphill until you see a gate in the wall up to the left with a bridleway sign (grid ref. SD413883). Follow this bridleway, taking the right of the two tracks (they both meet up later) up over the brow and down right to Heights Cottage where you turn right and soon after back left, following a track through a gate into woodland.

Continue on this bridleway passing Middle Tarn and Sow How Tarn on your right up to a junction close to Sow How Farm. Turn right (grid ref. SD398 875), the track passes between farm buildings and becomes the tarmac Sow How Lane. Continue to the gap in the stone wall on the left and retrace your steps to the gate leading to Gummer's How.

Go through the gate, cross the road and through the gate to Gummer's How, following the clear track leading to the summit for the fine view of Windermere and the southern hills.",True
3452,Ghyll Head & Strawberry Bank Circular,Outlying & Lesser Fells,,Cumbria,Lou Johnson,moderate,7.6,12.4,1100,333,4 hours 50 minutes,54.3146710,-2.9207219,LA23 3PD,"This Lake District walk explores to the east of Lake Windermere. The route starts from Ghyll Head Reservoir where there is limited parking (grid ref. SD 398924) on the north side of the lane leading up from the A592 about 2.5 miles south of Windermere. After parking walk east with the reservoir to your right and continue for a kilometre along the lane to reach a junction (grid ref. SD402914). Turn left signed to Winster and Kendal, ignoring the left fork just after the junction.

Continue over the hill and follow the lane down into a broad valley. Approaching The Oaks Farm just after the road bends left, take the signed public footpath on the right to Birks Road. Go through two gates and follow a track through the field. At the end of the field turn right (yellow waymark) and continue to the end of the field. Cross the stile on your left by a wooden gate. Continue up a rise to the right and go through an old gate next to a tree. Continue on a grassy track. Continue through a small gate and enter a yard by a cottage. Cross the lawn using the steppingstones (left of the cottage), join a narrow path, pass through a small gate, and cross the stile in the wall to your left. Pass the cottage on your right, continue up steps by the barn and go through a gate into a field.

Continue ahead following the path to another gate. Pass through the gate and cross the field to a ladder stile. Once across the stile, join a track and continue to a wood. On this section there is an excellent view of Windermere and the fells beyond. Continue over a stile and follow the path through the wood. Reaching a path junction, turn left following the yellow arrow up the hill. Continue ahead where a track goes off to the left. Reaching a clearing at the top of the hill there is great view to the left.

Leaving the clearing, continue along a narrow path descending through woodland. Cross the stile and continue through a muddy section and into a conifer plantation. Turn left at the building (grid ref. SD401891) and cross a stile into a field. Continue to the left a rocky knoll and head down the field to reach a lane. Go through the wooden gate, and head right to reach the road junction by Lightwood Country Guest House. Turn left and follow the lane for 800 metres to pass the rear of the Mason's Arms. Turn sharp left and pass the front of the pub. After 300 metres turn right onto a bridleway that leads to Hollins Farm. Continue between the house and barn. Go through a gate down the walled track. Cross a stream and continue ahead to reach a lane (grid ref. SD408906).

Turn right down the lane. After 250 metres take the bridleway on the left. Continue ahead to reach Wood Farm.  As you approach Wood Farm you join a walled track. Continue past a barn to a T-junction. Turn right and continue to a lane (grid ref. SD412915). Bear left along the lane. Reaching a ford, turn left and cross the stream using the adjacent stone bridge. A few metres after crossing the bridge take the footpath on the right. Go through the kissing gate and follow a track across a field. Leave the track where it bends to the left and continue across to a stile over the wall. Continue past a broken wall, cross a stream, and then bear slightly left to a gate by some trees. Pass through the gate and follow a green lane.

Reaching the access drive to Winster House, turn left between the gateposts and follow the driveway around to the left. Continue by walking straight uphill along a stony track to a footpath.  Reaching the top of this track, go through a gate, turn left and then immediately right to follow a path through Candlestick Moss, which leads you back to the start.",True
3453,Whinfell Beacon & Borrowdale Circular,Outlying & Lesser Fells,,Cumbria,Lou Johnson,moderate,8.4,13.7,1700,515,5 hours 50 minutes,54.4276420,-2.6920422,LA8 9LG,"This circular walk lies near the eastern boundary of the Lake District National Park. The route crosses a quiet undulating ridge to reach Whinfell Beacon before descending into Borrowdale (not the well-known dale) and a quiet return to the start. The initial ascent is steep but once the ridge has been gained, you can enjoy a quiet day walking in excellent scenery. The views include the Pennines, the Howgills, the Lake District Fells and Morecambe Bay. It is unlikely you will see other walkers although careful navigation is required in places.

The start is the layby just south of Huck's Bridge on the A6 (grid ref. NY552038) about 8 miles south of Shap village. After parking walk south along the A6 and take the signed track on the left just where the A6 bends to the right. Go through the gate and immediately turn right on a path heading steeply uphill. Continue following the path (feint in places) to reach the cairn on Ashstead Fell (grid ref. NY557030). Catch your breath and enjoy the view west to the Lake District Fells. Continue downhill and up to the true summit 400 metres southeast of the cairn.

The path veers east to a further unnamed summit from where a view into Borrowdale can be enjoyed. Descend south aiming for the gap in the plantations continuing to follow the path uphill veering right as you reach open ground to the cairn on Mabbin Fell, the highest point of the walk.  Stay on the descending path soon passing a small stone building. You then enter forest heading southwest. On exiting the trees bear half right to cross a fence by a dilapidated stile. Walk southeast to cross a ladder stile. Stay with the wall on your right. Go through a gate and head uphill along an intermittent path. Cross the stile in the wall and continue the short distance to the shelter and cairn on Whinfell Beacon (grid ref. NY573003).

To continue, head east on a descending path to a ladder stile. After crossing the stile bear half left and continue in an easterly direction. Where the path forks (can be easily missed) bear left and cross a stile. Reaching a service road (grid ref. NY584002), turn left and continue past a gate of the first telecom compound.  Just before the access track starts to climb to the higher compound, near left to join a bridleway. Follow this grassy path down into Borrowdale.

Turn left along the valley track beside Borrow Beck. Continue to Low Borrowdale Farm. Take the gate to the left of the farmhouse. Keep left to a second gate and join a fenced track. Continue up the valley to pass abandoned High Borrowdale Farm. Just over half a kilometre from High Borrowdale, cross Borrowdale Beck via a bridge and continue along the track back towards the A6. Reaching a fork (grid ref. NY555037), bear left and regain the A6. Turn right back to the start.",True
1148,Scout Scar from Sizergh,Outlying & Lesser Fells,,Cumbria,Stuart Holley,moderate,11.0,17.9,1200,364,6 hours 40 minutes,54.276196,-2.7678239,LA8 8EX,"To start this Lake District walk it is best to park at a large deep lay-by on the minor road leading to Sizergh Castle, just after the junction with the A590 (Grid ref. SD502870). Walk into the grounds of Sizergh Castle following the road to the car park. Cross the car park to the far end and go through the gate, cross the track coming in from the left (your return route) and go through the gate opposite into a wide meadow with a well made-up footpath heading north west. Go through the gate and follow the farm track uphill, then take the footpath to the left through a wooded strip up toward Holeslack farm. There are N.T. Waymark signs.

Arriving at the farm access road, turn right (N.T. Walk signs indicate left) and after 50 metres cross the stile on the left and head uphill diagonally left to a ladder stile. In the next meadow continue uphill passing a wooded enclosure on the right, and aiming for the little church in the trees ahead of you. You will pick up a farm access road before reaching the church, and at the church turn right to head north along a tarmac lane. Here you will get a fine view of the Lyth Valley and the south western Lakeland fells.

At the end of the lane turn right onto the road, and after about 20 metres go through the gate on the left into more open country. Follow the track which bears left heading north west, passing through a gate and bearing right at the approach to a stone wall. Follow the path down into the valley leaving the wall behind, the path then swings left in the valley bottom, now heading north. Continue on this path, with the limestone escarpment on your right, until you reach a junction of paths where you take a sharp right back on yourself to climb up the side of the escarpment. As you enter more open ground continue forward until you meet a broad track (one of many along the top), turn sharp left heading north again, and then after about 100 metres turn right to gain further height and at another broad track turn left and head north to the O.S triangulation pillar just before a stone wall.

From here you can see the shelter with its ""mushroom"" roof. Go through the gap in the wall and follow any of the tracks leading to the shelter. Inside the rim of the shelter roof there is a 360 degree diagram enabling the identification of the Lakeland fells, the Howgills and many more.

From the shelter head north to pick up the path that leads down to the road and cross toward the car park opposite. Take the footpath just to the right of the car park entrance, follow this uphill and around to the left, skirting the transmitter enclosure, to meet up with another track where you turn left and follow to a gate in a stone wall. Cross the meadow heading north east until you meet the intersection with Gamblesmire Lane, where you turn left and go through the gate in the wall to follow this lane. Initially it passes through open country, (with an old limekiln to the right) then through gates into farm meadows, then through woodland and finally between high hedgerows, coming out at a minor tarmac road.

Cross the road and follow the waymarks across open country, heading generally west, finally descending to a another tarmac lane opposite a small house with an elaborate garden.

Turn left and head south along this lane until you reach the road. Here you can either go straight on along a byway, or turn right and head for the Punch Bowl pub in Underbarrow.

The byway comes out on another road where you bear left, and if you visit the pub, turn left as you leave and then left again onto the same road, heading south east.

At a dip in the road take the signed footpath on the left into a back garden and almost immediately out again into the adjoining meadow, head right uphill and right again, through another garden (!) to reach a road. Turn left and after about 150 metres take the signed footpath on the right. Cross diagonally left, over a stream bridge and a style, then bear right diagonally to a gate. Go through this and head diagonally left to leave this meadow by the corner gate, not via the style in the wall to the right. A short lane brings you to the road, turn left and then right after about 50 metres, pass to the right of some houses and to the left you can see the gate leading into the woods, head uphill across the open ground and enter the wood. Follow the path to a forestry road, bear right and soon leave the road onto an uphill path into the wood again. The path crosses a long meadow to re-enter the wood and uphill on what looks like a stream bed, through a gate then right and diagonally uphill to leave the farm buildings on the left.

The farm track is not a right of way, and just after a stone wall you take the path on the right through a pleasant woodland, going parallel to the farm track and re-joining it further down.

The track leads you out onto the road where you turn right and head downhill toward Brigsteer. Take the signed track on the left after about 100 metres, heading back south west, and stay with this track to eventually go through a gate into more open ground. Continuing in the same direction, you will encounter the N.T. Signs of the waymarked walks around the Sizergh estate.

At a junction of these tracks you have the choice of the shorter route to the left which will take you back via Holeslack Farm and your outward path, or bear right through the gate to cross the open meadows, passing a wooded enclosure, down to a track where you turn left, through a gate, and follow the lane back to the Sizergh car park and tea shop.",True
